Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1747852573,10,,Aggregated,0.500000,0.000000,11000,11000,11000,12000,18000,25000,35000,35000,35000,35000,35000,49,3,11000.0,10891.598107823056,2240.0234080269,35277.143496030476,429.14285714285717
1747852574,10,,Aggregated,0.500000,0.000000,11000,11000,11000,12000,18000,25000,35000,35000,35000,35000,35000,49,3,11000.0,10891.598107823056,2240.0234080269,35277.143496030476,429.14285714285717
1747852575,10,,Aggregated,0.500000,0.000000,11000,11000,11000,12000,18000,25000,35000,35000,35000,35000,35000,49,3,11000.0,10891.598107823056,2240.0234080269,35277.143496030476,429.14285714285717
1747852576,10,,Aggregated,0.500000,0.000000,11000,11000,11000,12000,18000,25000,35000,35000,35000,35000,35000,49,3,11000.0,10891.598107823056,2240.0234080269,35277.143496030476,429.14285714285717
1747852577,10,,Aggregated,0.500000,0.000000,11000,11000,11000,12000,18000,25000,35000,35000,35000,35000,35000,49,3,11000.0,10891.598107823056,2240.0234080269,35277.143496030476,429.14285714285717
1747852578,10,,Aggregated,0.500000,0.000000,11000,11000,11000,12000,18000,25000,35000,35000,35000,35000,35000,49,3,11000.0,10891.598107823056,2240.0234080269,35277.143496030476,429.14285714285717
1747852579,10,,Aggregated,0.500000,0.000000,11000,11000,11000,12000,18000,25000,35000,35000,35000,35000,35000,49,3,11000.0,10891.598107823056,2240.0234080269,35277.143496030476,429.14285714285717
1747852580,10,,Aggregated,0.500000,0.100000,10000,11000,11000,12000,18000,25000,29000,35000,35000,35000,35000,54,3,10000.0,11074.213509230132,2240.0234080269,35277.143496030476,428.94444444444446
1747852581,10,,Aggregated,0.500000,0.100000,10000,11000,11000,12000,18000,25000,29000,35000,35000,35000,35000,54,3,10000.0,11074.213509230132,2240.0234080269,35277.143496030476,428.94444444444446
1747852582,10,,Aggregated,0.500000,0.100000,10000,11000,11000,12000,18000,25000,29000,35000,35000,35000,35000,54,3,10000.0,11074.213509230132,2240.0234080269,35277.143496030476,428.94444444444446
